N,P,K,temperature,humidity,ph,rainfall,label
81,45,15,21.869360923810735,50.08716772594234,6.418305673429876,104.71554665844506,maize
80,37,23,21.315270490589512,53.53520430696781,5.898439422535651,103.86620651571735,maize
67,38,24,20.377275427613956,55.41359382007285,5.5846262007283105,63.79480572325878,maize
82,37,20,20.460827340241018,62.94488465949,6.236761615217976,94.59298321004357,maize
99,41,15,25.58765453315666,64.95536131044884,5.704531449267892,94.18750514032135,maize
83,37,20,23.58125630629939,64.77746447235444,6.383692481525655,84.63876003055157,maize
63,36,19,18.195069215923063,58.51778524318783,6.901262035102803,82.70306641119177,maize
85,53,22,20.927783419592437,52.832704909361915,5.582393054796201,83.95709340850749,maize
90,44,24,19.24116557724472,63.494466437985494,5.539957509729518,86.16113309445242,maize
76,47,15,25.079903451589043,67.15452542050672,6.171846149469066,89.86200605272035,maize
79,38,15,24.742050963720278,52.20392057025556,5.75693638438201,91.32374287983168,maize
78,54,24,21.42268074327056,55.55465424986784,6.031869383574312,96.49011458717392,maize
82,58,21,23.31556166752904,64.48701655578758,6.817229627461188,71.27190437971059,maize
99,37,18,21.085533906662402,58.74980117063371,5.832838373210269,90.86214721021612,maize
77,52,19,24.380945065472453,56.87288233248951,6.7018342806671445,69.04475171887364,maize
76,55,20,21.426690510476725,64.97842003779252,5.736085379820469,96.00346180260988,maize
76,44,23,21.386588044031527,60.99130176763985,5.950241081583626,69.24874915920762,maize
78,37,17,18.822024126810728,53.04387778346508,6.403554350553323,91.28788442765077,maize
77,50,16,22.865957570163296,51.46032018830707,5.778967601862539,85.11535923510978,maize
65,52,15,19.03255470235598,65.23234758871381,6.394508795526744,84.34578766199046,maize
87,37,16,25.62005610816879,51.04174132173141,6.543350677874824,72.53112023005536,maize
94,55,19,18.186797746756845,67.41084504483503,6.616725392797185,84.15677644190282,maize
73,47,20,21.61922025222894,58.128253321894725,5.890829353857222,79.62086287357181,maize
97,36,19,22.79093758928061,63.17584251582946,6.291300516671572,75.24094557037135,maize
84,36,21,22.392541662541362,56.040596058693566,6.1173464816967416,95.80211571867144,maize
74,41,22,18.217119230278758,62.615650123378266,6.963607840477715,76.78367651729795,maize
81,40,17,19.549851323240915,62.40348147665123,6.503122999548244,60.404763394431896,maize
79,41,20,20.0799154064793,53.868718416522086,5.642079147732197,98.959286257923,maize
93,42,20,24.8468052200784,51.1720039064503,6.9673669491147745,69.93190403886949,maize
73,57,22,20.91720500607696,61.75232165211783,5.916694063898032,109.03668831303648,maize
93,42,16,19.763388754597933,60.72239573439308,6.488412594544903,79.07779055795521,maize
65,48,16,19.752283175543784,56.86901821059803,6.104069907572833,91.85062154765482,maize
88,49,19,21.03448062526967,59.08386978067221,6.416590166488504,84.14459620783852,maize
82,49,22,24.009026805487917,62.40012558155405,6.79564782986587,84.12787135023335,maize
80,41,19,24.16763034073511,57.304541516361944,6.984073850224247,94.48836420642586,maize
65,59,17,24.837925578547722,58.305093738385885,5.888859471628015,78.31195599683946,maize
81,47,15,26.18997149911388,52.95140672233545,6.9598655275987085,75.54988754121466,maize
99,46,23,20.816223500840863,53.82001575141538,5.794339977737433,90.15928143138368,maize
71,51,18,20.054231773480854,53.8444067253491,5.79347433159651,61.03706142164634,maize
88,45,20,24.592279948861044,69.39820832284877,6.985686195878,67.38875217510008,maize
86,50,18,18.57039351756983,66.91119587843508,6.005863363110821,108.63849221640862,maize
68,45,15,25.230706975104592,60.50080349048218,6.531690381484209,78.71552567078243,maize
65,57,18,22.708901034830046,51.58156978763659,6.505374141624245,90.13410340886705,maize
84,57,17,24.1863464482094,63.36238508850573,5.730046220890478,96.39710610958886,maize
79,58,15,25.686797519241992,61.21665917418124,5.922270512479979,101.80498154665534,maize
63,42,19,22.877970350896625,56.161499863026776,5.934826858083979,79.2263426446822,maize
95,46,18,21.366539070372156,69.45682559215518,6.601214628167934,92.53691222041729,maize
85,57,21,25.273446658409426,55.03850491050664,6.520043704370842,69.05380566335582,maize
77,54,21,24.58322109891838,58.35302225165442,6.712781158812206,89.80287958235228,maize
96,56,18,25.950074356661972,57.452085286601914,6.142849137861983,91.30563300256814,maize
63,35,16,19.447351219725988,59.12751006477657,5.68905052046141,103.31083552353789,maize
75,43,16,24.71453251837532,67.45400297211825,5.657705421843347,80.52638156076648,maize
75,52,21,20.618844711957173,54.42762158815775,6.436436319242291,100.3309893851551,maize
94,47,15,25.29137355758266,53.938302520293085,6.781847170118891,62.086293822157096,maize
84,56,23,19.04390062786125,50.67112597157441,6.01265647265844,84.34348471884952,maize
74,54,19,19.142014836705492,67.39150719552649,5.69241996625726,105.1944609141602,maize
80,58,15,22.993070243678595,69.66251275744246,6.375156580722185,95.08993267057895,maize
79,38,19,20.21007765331302,62.4205671180122,5.849900387335096,100.93627729517077,maize
79,48,22,24.371348462188816,69.78511459904529,6.1032343461762375,68.90481543400497,maize
78,59,20,19.747171294373445,68.72703696414392,5.5119324228485285,79.46440736598788,maize
78,41,20,21.723119225960016,64.07897654839817,5.865404207611515,89.50768401846034,maize
68,55,18,20.702625549255313,55.70620623379835,6.322043455735236,74.76824572705226,maize
96,47,15,19.16120802215074,54.276178783306875,6.67173620690846,74.33695641821109,maize
95,47,23,21.227490923839618,56.657045446155124,6.912132763383579,69.28586913492335,maize
76,50,19,20.987872935554627,60.18187416294734,6.909547051604527,103.23606276120293,maize
81,56,23,18.064828049673352,68.56460377577133,6.371937087734713,97.577266206761,maize
85,43,24,25.756313565675743,57.08233462182427,6.2056333323489925,80.76096329968524,maize
93,37,20,19.27340915908995,66.9274265854934,6.08536236015719,105.3344773587922,maize
91,55,15,26.51659271463155,51.580662406073465,5.619963506073512,105.64964076572835,maize
65,37,17,20.033391729011353,60.4533257885663,6.1910441750733725,84.61922022325744,maize
69,36,17,18.033679465534515,67.72545324670236,6.404449428183607,92.73529158336001,maize
70,55,24,24.114946227974848,55.71397732254655,6.496892505393659,107.38845704186744,maize
82,53,22,18.99453421696095,54.01465397273808,5.538488092872799,107.03761392130282,maize
77,55,23,20.38408305749946,69.05410723678199,5.576546337737403,82.93829535348763,maize
68,44,19,24.15780536178966,69.72440352961576,5.8858292997286,84.32365794624722,maize
79,43,19,18.915253280187468,59.19026961370037,6.457797831474484,72.26181928206553,maize
64,57,24,21.01035052990956,53.46315624731698,5.701068919812842,77.86152400850438,maize
64,51,19,22.659906455179296,67.67416527816016,5.727673281303932,72.70794564321336,maize
75,57,15,21.802900379861683,50.96281750243031,6.85148659164971,73.61743566392539,maize
70,47,19,19.550538302711914,57.277826193717104,6.341728635249763,88.6591128610597,maize
29,59,75,17.039631542784882,16.531308728631707,7.30426892607303,83.42719551620698,chickpea
23,64,76,17.128977224736296,15.252354967910192,6.720050187026142,82.21273310461747,chickpea
29,65,80,19.27074328159371,15.110412278564441,6.161977930461514,85.90631012901807,chickpea
30,73,75,19.68359897559838,16.445253117284288,7.360561998961653,89.53935923110612,chickpea
42,75,80,17.089249865564668,17.20266789856165,6.202376061103846,91.55800727373291,chickpea
39,70,75,19.8081378887036,17.216392285921827,6.337397754223627,82.55913886081562,chickpea
21,75,81,18.169662121885995,14.17437787996184,6.55683607944377,78.10482991217222,chickpea
51,62,82,17.258838523477785,14.261076683755045,6.783672065574836,83.33096011491637,chickpea
59,78,75,18.078901108099426,16.689126083372756,6.03135290874861,67.91508269817348,chickpea
28,69,83,18.72668225837858,17.83881796940798,6.29440911795316,65.39651554070525,chickpea
35,73,80,18.774808185027137,15.9473892121341,7.479034266136656,78.8405735056617,chickpea
41,78,82,18.919102914406597,14.39655133805613,7.179660892391928,94.73780634591986,chickpea
58,58,84,19.487077089076045,14.75008737173758,6.379224176714286,87.38445830952924,chickpea
35,67,79,18.827812614489872,14.412702043957273,6.098595444005038,69.94850023310418,chickpea
30,66,82,18.552555594819182,15.460513392408991,6.023175089252984,94.53353726610578,chickpea
31,59,82,19.30242174227888,17.062182122424367,6.191364851436388,74.14894465983966,chickpea
41,75,84,19.28718197746847,15.32052884909146,7.460538643859996,74.13884467109007,chickpea
45,59,84,17.008163473410466,14.344056939938012,6.449878314295152,69.93104430074871,chickpea
48,66,77,17.005694628418492,17.88916951287788,6.887977680740818,89.23434934783491,chickpea
28,72,80,19.901980375435272,15.61834084522621,6.214293735622044,86.8850469163851,chickpea
44,63,82,19.217792121741855,15.537674969026021,6.697387823009322,71.16463162994853,chickpea
55,65,82,18.014394340261063,14.325611871082906,6.115088994292996,92.20464498443643,chickpea
35,58,79,19.063110723722243,15.771736510390612,6.348676225729082,82.38111263147454,chickpea
37,77,76,18.74278200750891,14.654326700640723,6.847867891393506,85.93373524605224,chickpea
30,63,79,19.379813167944327,17.242864339956178,6.812233360400905,70.33929264185639,chickpea
34,75,81,19.879772804566592,14.934537358465796,7.44469093328556,74.0496505606578,chickpea
38,65,80,18.502365288354824,15.245297210951202,7.327699495902696,84.28660009919412,chickpea
51,76,76,19.809599138181525,16.273788182168627,7.059604948588791,67.66043065986638,chickpea
43,63,84,17.117994648541167,15.980041285584685,6.788049438195104,85.26315896107647,chickpea
29,59,77,17.290122556200632,15.977032721003019,6.358725313956705,79.9635505340872,chickpea
32,75,80,19.36832773359771,14.230666276473048,6.772352474759224,93.17571993635815,chickpea
43,65,75,19.76657955714712,14.988290642810247,6.144443640185966,85.82958942135495,chickpea
23,60,84,18.99503423748799,14.82278566708754,6.9619128079863035,84.74307897462771,chickpea
52,69,82,17.04372449237421,16.71345876502946,7.146636417930215,66.63660260675971,chickpea
38,57,82,19.562053060027473,17.904475243288957,6.071229955769765,80.72435131553894,chickpea
28,72,75,19.17813715353836,17.802735680982803,7.321542811591483,83.64497841022595,chickpea
52,70,80,17.165832630186774,15.110561850994113,6.152838510554381,89.9577501052922,chickpea
21,76,76,18.887233116528172,16.220886948713318,6.728455203702847,86.96193193415361,chickpea
38,65,80,18.55270128873629,17.74249971444063,6.6875443135732375,72.20988924402852,chickpea
53,72,84,19.45379343498619,17.034760872087315,6.967517389505581,89.79154918774444,chickpea
41,60,76,18.90163067690705,15.53221517074591,7.295714879628416,70.23881714183797,chickpea
20,67,84,18.6899821136178,16.97326150597466,6.010013603725052,90.26381227290506,chickpea
41,79,75,19.56132507252515,14.032760734371264,6.0112390587844855,86.984047305359,chickpea
46,77,79,18.575579381373633,16.91390700031883,6.03553308510413,90.87473738913496,chickpea
44,61,75,17.738611868897213,17.356754694285883,6.313854903340029,90.45135954369513,chickpea
49,64,81,18.888067197193124,15.144899219563731,6.054233997158762,74.55302186513269,chickpea
32,75,76,18.80481361847451,16.67543884727446,6.57387200643591,76.89673875776373,chickpea
48,62,77,17.45840495491921,16.270580586668032,6.787767791489882,87.72328800906057,chickpea
25,59,78,19.19716514677245,14.89975022493535,6.277016481400471,92.18469142762372,chickpea
55,58,84,19.577630305161996,16.211126199199335,6.6642165788298735,78.65665119219,chickpea
50,70,79,18.236766427671917,15.836515403135856,6.033801110656558,88.89812563261788,chickpea
49,59,83,18.849209168267375,16.546468167956043,6.055786031215596,86.91130300068404,chickpea
40,70,77,18.707547071014247,15.639117244873752,6.94021556887658,69.57074930018078,chickpea
43,72,79,19.894978002910495,14.195611110403558,6.634914764152711,93.08079748794364,chickpea
23,56,78,19.069764107008297,14.86299201998539,6.062109040179097,71.5910054496022,chickpea
51,56,75,18.70536560570922,16.124573842629083,7.234662442375823,84.90793596346329,chickpea
43,61,82,17.698451207234996,14.934612194693669,7.003703723875387,90.92851407456902,chickpea
32,60,83,17.313753571661422,16.5706449131118,6.919780777204086,82.4527308581014,chickpea
47,58,77,19.744459332157636,14.06534440313803,6.468155427964811,92.38797415182344,chickpea
36,61,84,17.585679774615738,17.05192379886003,6.202837575083628,76.51155037822996,chickpea
58,69,81,18.721191395588804,16.66723628474196,6.659068515888387,93.07273781872279,chickpea
30,58,77,18.313106639052233,15.61643992260113,6.460422143368101,90.92455356603067,chickpea
24,70,84,17.883658079884924,14.789715849106083,6.614650212189411,76.41786713063189,chickpea
49,77,76,17.599220490473837,17.810037853854787,7.010085864768884,92.38572256223986,chickpea
30,57,82,17.36403659448762,17.346410362317577,6.0383878237951505,83.20891425775638,chickpea
35,68,76,18.741395675932417,15.310545978924356,7.433038715622844,68.66362487565569,chickpea
46,64,80,17.525992193669918,16.144969375932725,6.094025171819467,94.0705419376592,chickpea
34,73,77,18.20831393681498,17.676422236202168,6.694903057988515,91.49784921523664,chickpea
48,67,81,17.922675525634876,14.186394120103378,7.326236148762388,92.31361037796088,chickpea
49,65,82,19.261214047581163,16.87967100754693,6.991028194764388,94.38888581415164,chickpea
21,72,78,18.456160031824826,15.48023346303462,6.4377594837041725,71.71455535558633,chickpea
54,68,77,19.12070210363147,16.875883488193818,7.058203078166526,76.98546067108046,chickpea
40,56,78,17.854216718983444,15.264978760579318,6.7409853018101185,71.15993778217083,chickpea
24,61,82,18.366594096575536,16.161462487553532,6.271791741640757,85.41335433176702,chickpea
47,57,76,17.845216645513688,17.094958240822177,6.329101574494091,79.93116596433072,chickpea
29,57,80,18.30837995102089,15.609562044026545,6.759269926042087,82.6911406246055,chickpea
25,55,77,17.370331301645262,14.472919466968381,6.78705572699857,73.89432571738583,chickpea
43,64,79,18.904696851179907,14.927549522097015,6.964388774811,70.18531664472985,chickpea
27,70,79,19.356430570424095,14.793827630545037,7.21897757417542,84.59112617751869,chickpea
46,71,78,17.046439934267227,17.303831365158057,6.772866671101599,76.80854996979053,chickpea
57,55,77,18.834516026487183,15.720108254823474,6.9212159457995845,66.00401040635653,chickpea
45,63,82,19.037186100690683,17.20908448794559,6.707487943860424,75.99822576154037,chickpea
45,70,77,17.695370455542463,14.518219349107085,7.479261995877794,73.03022680354121,chickpea
59,78,82,18.188643655230344,17.45211276918468,6.465849298227089,77.83288895397007,chickpea
52,73,83,19.64812237488946,17.46542451704054,6.179609270666694,65.37366225551003,chickpea
20,70,76,19.296951355801685,15.71600306389284,6.034544128075739,83.6652166353172,chickpea
55,66,84,18.54802376176038,14.049789100887287,6.73110216637493,79.759636437442,chickpea
32,62,82,17.57961695552272,16.227209006172078,6.70957088651255,71.47197162296806,chickpea
21,74,81,19.976571455913845,17.60167578794851,7.234085677044131,87.59963420238729,chickpea
43,77,77,18.36159577871655,15.794636530469445,7.173276268616528,79.13528688644779,chickpea
52,55,84,19.252334707851706,14.785962993487479,6.946243293991819,86.80058531749731,chickpea
25,69,77,19.888761709067502,15.133286757551968,7.242492275573804,71.93852070700618,chickpea
53,67,77,19.75378050143801,15.587384406901695,6.951959273953154,75.40321234602843,chickpea
58,73,82,19.1496863297038,14.247516673571344,6.354740246248301,74.39895148656264,chickpea
47,69,77,17.99690237982347,16.879289570226646,6.505220674119811,75.3141442568493,chickpea
25,68,81,17.686760030279853,15.285744919747394,6.17928534150535,81.83884238399169,chickpea
28,70,82,17.839140898257117,15.744370903824743,6.746021338570237,71.38354633080948,chickpea
50,76,84,19.246378946047027,14.785751541868704,6.218467604261869,94.3263354954222,chickpea
21,70,77,17.046037363646402,14.443163508566743,7.150351143301813,93.52488797056185,chickpea
37,75,84,18.63711029824784,14.111154343258844,7.062084836545184,89.75697393562842,chickpea
14,74,17,19.29057883523069,18.894933367507914,5.984549760578539,109.15109183607773,kidneybeans
23,79,18,18.770822784305217,21.98654057196894,5.920038719014657,130.17517745755683,kidneybeans
37,64,18,23.79399742501007,18.40382885520452,5.979128535354178,133.17396390648523,kidneybeans
29,69,22,20.35272056421133,23.854679385035492,5.646046476951467,137.81510934541618,kidneybeans
28,70,19,19.697944138117194,21.426800398493768,5.864131320700341,98.06300077678046,kidneybeans
21,61,16,23.60053782420305,18.912496817902223,5.702628088282671,141.7723316240123,kidneybeans
21,73,19,24.578881858399374,18.092820518350127,5.8284482586394555,103.70995933297925,kidneybeans
38,59,17,23.11567490026526,21.8863717352843,5.874617808416005,78.4731874678939,kidneybeans
11,75,16,22.115324652605324,19.7433295379973,5.519271737448732,93.3983112052347,kidneybeans
28,71,21,20.41342092268639,18.425951303194058,5.810749787185471,131.09994591410788,kidneybeans
10,74,17,15.982993213775185,22.441848054781474,5.504031980516071,77.91949782750231,kidneybeans
11,70,24,15.112756910914323,22.62373592333173,5.704424078640162,82.406053890848,kidneybeans
25,78,16,15.662554924423457,20.253192057344325,5.900310329300327,78.88481938187515,kidneybeans
11,69,20,17.798575506618008,18.996581475767062,5.727512692543284,109.51535635152304,kidneybeans
36,55,22,22.321320108167274,22.42210084744694,5.617020086454087,105.11910011642874,kidneybeans
14,72,20,15.129386626411756,18.4107525675418,5.784576402758048,65.03664676144417,kidneybeans
35,69,23,23.17951238823118,21.31461068013043,5.857383122143407,96.11486206991829,kidneybeans
34,78,15,17.047096669246574,21.25212858621134,5.558310759848311,76.11664493892486,kidneybeans
18,78,22,17.73176792170234,21.505411049661653,5.685997823147673,77.66451784659188,kidneybeans
20,56,17,15.226050649548226,23.461355343632093,5.645084069426967,106.36118021859022,kidneybeans
17,75,16,19.98045464966188,23.98385348622317,5.985195163464037,147.97032004559227,kidneybeans
12,61,15,18.63149048180906,19.108228990937622,5.930908029485185,61.814511464711934,kidneybeans
18,55,18,19.041661548064546,18.046696984869488,5.93478053283358,125.72428504162137,kidneybeans
28,71,21,18.832169407571897,19.2252289151732,5.762226015742284,134.25946011439902,kidneybeans
30,60,20,21.918690422443824,18.15268162274602,5.558168736110226,77.89050501486965,kidneybeans
35,64,17,18.33986089173463,24.037633361914157,5.891449999548805,88.70339359314515,kidneybeans
19,78,15,24.718408003092403,23.34473730157884,5.943764608041033,68.66532016669086,kidneybeans
14,65,23,15.537604073855938,23.58137374624275,5.797605685271452,90.81085900488983,kidneybeans
35,60,16,16.032549824340695,22.096624794388788,5.659713219470913,124.76075607386079,kidneybeans
26,76,18,15.529345306660256,24.369618156563742,5.750880013959613,143.69248176878227,kidneybeans
11,63,24,19.4941219430852,19.941811941305794,5.887364545069153,88.43559697488814,kidneybeans
